nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Felipe Muñoz,Natación,17.0,59.0,192.0,50.0,6.7,4.89,mediocampista
Enrique Valenzuela,Baloncesto,29.0,56.8,175.0,51.0,23.1,3.49,
Pedro Rodríguez,Natación,32.0,69.6,197.0,63.0,3.1,1.56,delantero 
Manuel Leal,Tenis,42.0,55.4,190.0,63.0,11.2,2.43,Ciclista
Patricio Bravo,Voleibol,44.0,55.4,163.0,66.0,21.1,3.15,DEFENSA
Felipe Muñoz,Atletismo,29.0,89.2,198.0,79.0,24.4,2.99,MEDIOCAMPISTA
María González,Atletismo,44.0,73.0,182.0,55.0,19.8,5.552869109947644,DEFENSA
Nicolás Reyes,Ciclismo,31.12930135557873,56.2,193.0,89.0,5.8,5.41,Mediocampista
Cristian Medina,Fútbol,33.0,70.2,180.0,59.0,14.2,5.552869109947644,defensa
Paola Romero,Natación,32.0,62.4,189.0,80.0,20.7,1.12,defensa 
Sofía Hernández,Natación,31.0,98.5,169.0,46.0,3.3,4.42,Corredor
Marisol Figueroa,Boxeo,33.0,67.6,196.0,47.0,20.4,1.29,defensa
Felipe Muñoz,Atletismo,36.0,89.3,158.0,59.0,9.1,1.64,corredor
Isabella Castro,Fútbol,34.0,75.0,179.0,47.0,19.8,7.97,corredor
Felipe Muñoz,Natación,43.0,70.6,164.0,62.0,18.2,3.3,CICLISTA
Andrés Flores,Tenis,31.0,89.5,161.0,72.0,4.5,1.6,PORTERO
Carolina Ríos,Fútbol,30.0,90.5,179.5617088607595,80.0,24.4,4.85,nadador
Roberto Castillo,Fútbol,20.0,87.3,182.0,87.0,21.9,2.15,defensa 
Cristian Medina,Rugby,42.0,61.0,171.0,50.0,3.1,2.54,corredor
Verónica Aguilar,Atletismo,17.0,71.5,192.0,48.0,8.4,8.72,defensa 
Francisca Lagos,Natación,44.0,60.8,161.0,87.0,24.1,5.552869109947644,Corredor
Carlos Pérez,Baloncesto,31.0,70.9,197.0,45.0,7.3,1.56,MEDIOCAMPISTA
Gonzalo Fuentes,Voleibol,23.0,97.1,182.0,50.0,12.3,9.71,ciclista
Cristian Medina,Baloncesto,18.0,78.0,165.0,57.0,13.8,9.57,Corredor
Lorena Mendoza,Voleibol,44.0,104.8,25.0,79.0,14.3,1.41,nadador
Carlos Pérez,Ciclismo,20.0,73.7,179.5617088607595,59.0,7.0,8.35,CICLISTA
Héctor Suárez,Voleibol,45.0,97.1,192.0,47.0,5.5,5.43,corredor
Sebastián Rojas,Boxeo,16.0,93.1,182.0,61.0,9.0,1.86,Corredor
Fernanda Jiménez,Voleibol,38.0,92.4,175.0,78.0,9.7,4.06,atacante
Alejandro Núñez,Ciclismo,26.0,76.3,185.0,72.0,22.3,6.09,Atacante
Mauricio Vega,Ciclismo,33.0,89.9,177.0,64.0,10.2,1.44,delantero 
Carlos Pérez,Natación,35.0,57.3,166.0,49.0,8.2,4.29,Atacante
Marisol Figueroa,Natación,17.0,88.0,165.0,61.0,3.4,5.552869109947644,Mediocampista
Valentina Ramírez,Atletismo,45.0,78.3,201.0,70.0,3.9,5.552869109947644,Defensa
María González,Tenis,17.0,77.6,191.0,74.0,24.2,4.8,Delantero
Patricia Ramos,Rugby,35.0,63.8,179.5617088607595,78.0,16.2,1.32,defensa 
Carolina Ríos,Natación,33.0,99.9,182.0,70.0,14.3,4.9,MEDIOCAMPISTA
Nicolás Reyes,Voleibol,30.0,60.1,200.0,74.0,8.9,8.8,Portero
Valentina Ramírez,Natación,23.0,86.5,189.0,88.0,15.8,6.06,CORREDOR
Ricardo Álvarez,Boxeo,38.0,74.6,169.0,74.0,18.4,8.97,defensa
Mónica Ortega,Voleibol,43.0,77.8,161.0,77.0,21.9,2.0,
Felipe Muñoz,Atletismo,40.0,80.5,199.0,60.0,20.9,6.81,Portero
Andrés Flores,Rugby,32.0,73.3,191.0,66.0,23.6,8.48,PORTERO
Camila Díaz,Natación,37.0,84.1,192.0,61.0,8.8,1.1,portero
Enrique Valenzuela,Fútbol,31.12930135557873,85.2,193.0,51.0,3.2,9.5,
Eduardo Soto,Ciclismo,19.0,86.1,171.0,45.0,9.4,7.44,
Héctor Suárez,Atletismo,30.0,103.5,192.0,90.0,21.4,3.79,
Lorena Mendoza,Natación,39.0,59.7,177.0,76.0,6.4,5.86,Atacante
Cristian Medina,Ciclismo,26.0,93.2,163.0,46.0,22.5,7.04,PORTERO
Luis Parra,Baloncesto,39.0,89.9,199.0,87.0,12.0,4.42,
Gabriela Morales,Natación,27.0,61.9,162.0,78.0,8.1,9.47,
Fernanda Jiménez,Boxeo,18.0,65.9,181.0,65.0,7.6,5.552869109947644,Ciclista
Gabriela Morales,Atletismo,42.0,102.5,178.0,69.50026329647183,21.6,9.55,ATACANTE
Patricio Bravo,Fútbol,24.0,95.4,183.0,76.0,7.4,4.44,Corredor
Verónica Aguilar,Rugby,32.0,55.9,164.0,74.0,13.1,3.78,NADADOR
Manuel Leal,Fútbol,34.0,78.8,171.0,89.0,16.3,1.28,NADADOR
Claudia Herrera,Tenis,26.0,67.4,171.0,69.50026329647183,7.6,9.14,Corredor
Mónica Ortega,Ciclismo,27.0,57.3,171.0,58.0,5.3,5.552869109947644,Portero
Catalina Mora,Tenis,35.0,77.2,179.5617088607595,59.0,5.5,8.14,Nadador
Marisol Figueroa,Fútbol,25.0,56.6,172.0,57.0,24.1,4.37,Ciclista
Luis Parra,Fútbol,34.0,88.2,194.0,79.0,22.4,7.54,CICLISTA
Francisca Lagos,Fútbol,24.0,74.8,162.0,80.0,24.2,9.37,corredor
Valentina Ramírez,Tenis,43.0,65.0,187.0,56.0,16.9,15.0,DEFENSA
Isabella Castro,Atletismo,33.0,83.8,198.0,80.0,13.5,6.86,defensa 
Ignacio Peña,Baloncesto,29.0,57.7,174.0,62.0,4.6,3.7,Delantero
Francisca Lagos,Natación,41.0,65.0,183.0,47.0,16.4,15.0,defensa
Francisca Lagos,Ciclismo,41.0,86.4,201.0,46.0,13.9,7.06,defensa 
Catalina Mora,Boxeo,27.0,77.2,165.0,65.0,19.7,3.75,
Nicolás Reyes,Ciclismo,25.0,62.0,178.0,76.0,4.8,6.16,Mediocampista
Ricardo Álvarez,Ciclismo,37.0,94.6,165.0,62.0,6.7,3.6,delantero 
Enrique Valenzuela,Natación,42.0,82.9,201.0,68.0,22.0,3.39,Corredor
Patricia Ramos,Fútbol,39.0,80.1,174.0,80.0,15.0,3.32,CORREDOR
Mauricio Vega,Baloncesto,34.0,62.2,169.0,53.0,24.6,8.13,DELANTERO
Valentina Ramírez,Tenis,29.0,85.6,158.0,61.0,4.4,6.22,Delantero
Gabriela Morales,Fútbol,17.0,73.4,183.0,65.0,7.7,20.0,nadador
Valentina Ramírez,Tenis,38.0,80.6,168.0,87.0,6.2,7.57,Nadador
Gonzalo Fuentes,Natación,42.0,98.8,185.0,87.0,17.2,7.83,ATACANTE
Alicia Campos,Fútbol,20.0,99.0,166.0,90.0,11.4,6.0,portero
Mónica Ortega,Voleibol,35.0,94.2,167.0,51.0,22.9,1.93,ciclista
Luis Parra,Ciclismo,37.0,87.0,164.0,77.0,21.1,6.98,delantero
Carlos Pérez,Baloncesto,21.0,87.3,175.0,47.0,8.8,2.84,Ciclista
Mónica Ortega,Boxeo,25.0,67.0,181.0,52.0,24.3,6.92,CICLISTA
Fernanda Jiménez,Rugby,37.0,87.2,185.0,82.0,11.0,7.38,Ciclista
Mauricio Vega,Voleibol,31.0,55.7,172.0,52.0,13.1,8.61,ATACANTE
Héctor Suárez,Atletismo,18.0,97.5,195.0,61.0,13.4,7.95,Atacante
Francisca Lagos,Tenis,45.0,72.9,187.0,90.0,9.6,6.89,atacante
César Sepúlveda,Voleibol,42.0,88.8,174.0,79.0,8.0,9.1,Delantero
Juan López,Voleibol,41.0,79.3,184.0,57.0,18.0,3.13,nadador
Claudia Herrera,Voleibol,36.0,82.5,171.0,46.0,6.3,9.42,ATACANTE
Mónica Ortega,Atletismo,36.0,91.7,188.0,89.0,4.5,1.11,nadador
Gonzalo Fuentes,Natación,18.0,86.3,168.0,49.0,11.7,2.76,DEFENSA
Sebastián Rojas,Tenis,36.0,98.0,202.0,60.0,5.9,3.86,atacante
Andrés Flores,Voleibol,21.0,69.8,182.0,62.0,3.5,9.34,delantero 
Ignacio Peña,Natación,23.0,76.9,165.0,71.0,6.3,2.79,Atacante
Javiera Espinoza,Natación,45.0,92.5,188.0,66.0,5.0,2.94,CORREDOR
Luis Parra,Voleibol,22.0,80.9,179.0,45.0,16.6,2.7,
Carlos Pérez,Natación,16.0,59.1,169.0,80.0,12.1,6.75,delantero 
Daniela Vargas,Fútbol,19.0,70.5,166.0,67.0,18.9,3.42,
Camila Díaz,Tenis,44.0,87.4,178.0,47.0,8.9,2.79,CICLISTA
Mónica Ortega,Ciclismo,27.0,61.6,175.0,54.0,21.3,8.54,portero
Rodrigo Sandoval,Ciclismo,40.0,88.1,163.0,65.0,17.7,8.84,defensa
Mónica Ortega,Boxeo,31.12930135557873,75.6,193.0,46.0,11.1,5.74,CORREDOR
Javiera Espinoza,Natación,29.0,101.7,168.0,88.0,12.5,6.31,DEFENSA
Isabella Castro,Fútbol,20.0,66.0,171.0,80.0,10.9,6.53,PORTERO
Carolina Ríos,Tenis,21.0,90.9,184.0,84.0,12.7,7.81,DEFENSA
Fernanda Jiménez,Baloncesto,28.0,68.4,175.0,85.0,24.3,3.44,mediocampista
